"gwcode","date","year","epr_groups","epr_elf","epr_excluded_groups_count","epr_excluded_group_pop","epr_inpower_groups_count","epr_inpower_groups_pop","epr_regaut_groups_count","epr_regaut_group_pop"
678,1974-01-01,1974,3,0.5742,1,0.01,2,0.99,0,0
680,1974-01-01,1974,1,1,0,0,1,1,0,0
690,1974-01-01,1974,3,0.0659,1,0.03,2,0.34,0,0
692,1974-01-01,1974,2,0.145,1,0.35,1,0.15,0,0
694,1974-01-01,1974,1,0.013456,0,0,1,0.116,0,0
696,1974-01-01,1974,1,0.0144,0,0,1,0.12,0,0
698,1974-01-01,1974,1,0.5476,0,0,1,0.74,0,0
700,1974-01-01,1974,12,0.250214,2,0.117,10,0.809,0,0
710,1974-01-01,1974,37,0.88843149,31,0.0573,6,0.9432,1,9e-04
712,1974-01-01,1974,2,0.8125,1,0.05,1,0.9,1,0.05
713,1974-01-01,1974,3,0.7256,1,0.84,2,0.16,0,0
731,1974-01-01,1974,1,1,0,0,1,1,0,0
732,1974-01-01,1974,1,1,0,0,1,1,0,0
740,1974-01-01,1974,5,0.94689304,3,0.022,2,0.9732,1,0.008
750,1974-01-01,1974,20,0.1297817,6,0.0115,14,0.9559,14,0.5995
760,1974-01-01,1974,2,0.3725,1,0.35,1,0.5,0,0
770,1974-01-01,1974,8,0.363309,5,0.278,3,0.707,0,0
771,1974-01-01,1974,4,0.811129,3,0.112,1,0.895,0,0
775,1974-01-01,1974,12,0.477711,11,0.307,1,0.68,7,0.251
780,1974-01-01,1974,4,0.5201,3,0.29,1,0.7,0,0
781,1974-01-01,1974,1,0.9801,0,0,1,0.99,0,0
790,1974-01-01,1974,6,0.2343,4,0.64,2,0.35,0,0
800,1974-01-01,1974,5,0.568475,2,0.04,3,0.885,0,0
811,1974-01-01,1974,6,0.69765,4,0.135,2,0.865,0,0
812,1974-01-01,1974,6,0.307,3,0.37,3,0.63,2,0.25
816,1974-01-01,1974,8,0.632385956343256,1,0.0101729,7,0.86978671,1,0.0101729
817,1974-01-01,1974,2,0.610061,1,0.01,1,0.781,1,0.01
820,1974-01-01,1974,5,0.40437,2,0.059,3,0.903,2,0.059
830,1974-01-01,1974,4,0.5918,0,0,4,1,0,0
840,1974-01-01,1974,4,0.746332,2,0.066,2,0.934,1,0.051
850,1974-01-01,1974,16,0.22512475,3,0.037,13,0.7579,0,0
900,1974-01-01,1974,3,0.7076,1,0.02,2,0.88,0,0
920,1974-01-01,1974,4,0.761014,0,0,4,1.044,0,0
950,1974-01-01,1974,2,0.445,0,0,2,0.94,0,0
971,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
972,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
990,1974-01-01,1974,NA,NA,NA,NA,NA,NA,NA,NA
2,1975-01-01,1975,6,0.50985648,5,0.297,1,0.691,1,0.0078
20,1975-01-01,1975,3,0.4269,1,0.02,2,0.87,2,0.87
31,1975-01-01,1975,2,0.724709,1,0.047,1,0.85,0,0
40,1975-01-01,1975,2,0.539762,0,0,2,1,0,0
41,1975-01-01,1975,1,1,0,0,1,1,0,0
42,1975-01-01,1975,1,1,0,0,1,1,0,0
51,1975-01-01,1975,1,1,0,0,1,1,0,0
52,1975-01-01,1975,2,0.300625,1,0.4,1,0.375,0,0
53,1975-01-01,1975,1,1,0,0,1,1,0,0
55,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
70,1975-01-01,1975,4,0.664314,2,0.149,2,0.851,0,0
90,1975-01-01,1975,4,0.495638,1,0.515,3,0.485,0,0
91,1975-01-01,1975,3,0.833256,2,0.086,1,0.91,0,0
92,1975-01-01,1975,2,0.82,1,0.1,1,0.9,0,0
93,1975-01-01,1975,4,0.748929,3,0.127,1,0.86,0,0
94,1975-01-01,1975,3,0.707229,2,0.102,1,0.837,0,0
95,1975-01-01,1975,5,0.661434,4,0.198,1,0.8,1,0.015
100,1975-01-01,1975,3,0.586956,1,0.034,2,0.96,0,0
101,1975-01-01,1975,3,0.735458,1,0.027,2,0.973,0,0
110,1975-01-01,1975,3,0.288893,2,0.527,1,0.302,0,0
115,1975-01-01,1975,6,0.272537,3,0.129,3,0.842,0,0
130,1975-01-01,1975,4,0.6734,3,0.19,1,0.81,0,0
135,1975-01-01,1975,4,0.403365,2,0.373,2,0.57,0,0
140,1975-01-01,1975,3,0.494116,0,0,3,0.994,0,0
145,1975-01-01,1975,4,0.3276,2,0.56,2,0.44,0,0
150,1975-01-01,1975,2,0.893425,1,0.02,1,0.945,0,0
155,1975-01-01,1975,3,0.83395,2,0.09,1,0.91,0,0
160,1975-01-01,1975,2,0.941125,1,0.015,1,0.97,0,0
165,1975-01-01,1975,2,0.830548,0,0,2,0.986,0,0
200,1975-01-01,1975,7,0.675039,4,0.07,3,0.929,0,0
205,1975-01-01,1975,1,1,0,0,1,1,0,0
210,1975-01-01,1975,1,1,0,0,1,1,0,0
211,1975-01-01,1975,3,0.5082,1,0.01,2,0.99,1,0.01
212,1975-01-01,1975,1,1,0,0,1,1,0,0
220,1975-01-01,1975,4,0.952644,3,0.014,1,0.976,0,0
221,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
223,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
225,1975-01-01,1975,3,0.45499,0,0,3,0.938,3,0.938
230,1975-01-01,1975,5,0.497838,4,0.302,1,0.68,0,0
232,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
235,1975-01-01,1975,1,1,0,0,1,1,0,0
260,1975-01-01,1975,1,1,0,0,1,1,0,0
265,1975-01-01,1975,1,1,0,0,1,1,0,0
290,1975-01-01,1975,6,0.96050316,5,0.0194,1,0.98,0,0
305,1975-01-01,1975,2,0.864936,1,0.006,1,0.93,0,0
310,1975-01-01,1975,2,0.8125,1,0.05,1,0.9,0,0
315,1975-01-01,1975,4,0.487846,2,0.067,2,0.933,2,0.933
325,1975-01-01,1975,6,0.874796,5,0.039,1,0.935,4,0.038
331,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
338,1975-01-01,1975,1,1,0,0,1,1,0,0
339,1975-01-01,1975,3,0.9035,0,0,3,0.99,0,0
345,1975-01-01,1975,8,0.1985,2,0.11,6,0.82,8,0.93
350,1975-01-01,1975,4,0.922158,3,0.04,1,0.96,0,0
352,1975-01-01,1975,2,0.6724,1,0.18,1,0.8,1,0.18
355,1975-01-01,1975,5,0.701693,3,0.167,2,0.832,0,0
360,1975-01-01,1975,4,0.80601,3,0.093,1,0.895,0,0
365,1975-01-01,1975,58,0.32332547,55,0.2322,3,0.7101,42,0.9101
375,1975-01-01,1975,2,0.8685,0,0,2,0.99,0,0
380,1975-01-01,1975,1,1,0,0,1,1,0,0
385,1975-01-01,1975,1,1,0,0,1,1,0,0
390,1975-01-01,1975,1,1,0,0,1,1,0,0
395,1975-01-01,1975,1,1,0,0,1,1,0,0
402,1975-01-01,1975,1,1,0,0,1,1,0,0
403,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
404,1975-01-01,1975,5,0.1549,3,0.51,2,0.22,0,0
411,1975-01-01,1975,5,0.740076,4,0.115,1,0.857,0,0
420,1975-01-01,1975,5,0.224575,1,0.105,4,0.75,0,0
432,1975-01-01,1975,3,0.8158,2,0.1,1,0.9,0,0
433,1975-01-01,1975,5,0.27405,0,0,5,0.95,0,0
434,1975-01-01,1975,4,0.188125,0,0,4,0.815,0,0
435,1975-01-01,1975,3,0.3786,2,0.57,1,0.43,0,0
436,1975-01-01,1975,5,0.37045,4,0.69,1,0.22,0,0
437,1975-01-01,1975,5,0.2261,1,0.11,4,0.86,0,0
438,1975-01-01,1975,3,0.29,0,0,3,0.9,0,0
439,1975-01-01,1975,1,0.4489,0,0,1,0.67,0,0
450,1975-01-01,1975,2,0.9608,1,0.98,1,0.02,0,0
451,1975-01-01,1975,5,0.1916,2,0.34,3,0.44,0,0
452,1975-01-01,1975,5,0.22005,0,0,5,0.94,0,0
461,1975-01-01,1975,2,0.2665,1,0.44,1,0.27,0,0
471,1975-01-01,1975,6,0.1417,0,0,6,0.85,0,0
475,1975-01-01,1975,6,0.17125,1,0.005,5,0.805,0,0
481,1975-01-01,1975,4,0.2226,0,0,4,0.84,0,0
482,1975-01-01,1975,2,0.709925,1,0.83,1,0.145,0,0
483,1975-01-01,1975,4,0.1517,3,0.45,1,0.24,0,0
484,1975-01-01,1975,4,0.1262,3,0.5,1,0.12,0,0
490,1975-01-01,1975,13,0.065845,8,0.583,5,0.206,0,0
500,1975-01-01,1975,9,0.082287,7,0.599,2,0.036,0,0
501,1975-01-01,1975,8,0.148,3,0.19,5,0.73,0,0
510,1975-01-01,1975,4,0.929814,2,0.023,2,0.977,1,0.018
516,1975-01-01,1975,2,0.7421,1,0.85,1,0.14,0,0
517,1975-01-01,1975,2,0.7281,1,0.15,1,0.84,0,0
520,1975-01-01,1975,1,1,0,0,1,1,0,0
530,1975-01-01,1975,11,0.21512605,6,0.4631,5,0.5364,0,0
540,1975-01-01,1975,5,0.2374,4,0.62,1,0.26,0,0
541,1975-01-01,1975,3,0.096462,1,0.098,2,0.354,0,0
551,1975-01-01,1975,7,0.2974,0,0,7,1,0,0
552,1975-01-01,1975,2,0.9418,1,0.97,1,0.03,0,0
553,1975-01-01,1975,3,0.3912,2,0.6,1,0.4,0,0
560,1975-01-01,1975,5,0.608125,4,0.915,1,0.08,0,0
570,1975-01-01,1975,1,1,0,0,1,1,0,0
571,1975-01-01,1975,10,0.332921,7,0.088,3,0.665,0,0
572,1975-01-01,1975,1,1,0,0,1,1,0,0
580,1975-01-01,1975,2,0.385466,0,0,2,0.874,0,0
581,1975-01-01,1975,3,0.453978,0,0,3,1,0,0
590,1975-01-01,1975,4,0.3693,0,0,4,0.97,0,0
600,1975-01-01,1975,2,0.52,1,0.4,1,0.6,0,0
615,1975-01-01,1975,2,0.5968,1,0.28,1,0.72,0,0
616,1975-01-01,1975,1,0.9604,0,0,1,0.98,0,0
620,1975-01-01,1975,4,0.724872,3,0.156,1,0.844,0,0
625,1975-01-01,1975,16,0.142129,12,0.85,4,0.167,6,0.21
630,1975-01-01,1975,11,0.32588291,8,0.1646,3,0.7545,0,0
640,1975-01-01,1975,3,0.59494356,2,0.1866,1,0.75,0,0
645,1975-01-01,1975,3,0.45375,2,0.795,1,0.185,1,0.17
651,1975-01-01,1975,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1975-01-01,1975,5,0.4567,4,0.86,1,0.13,0,0
660,1975-01-01,1975,11,0.1869,4,0.13,7,0.86,0,0
663,1975-01-01,1975,3,0.4136,2,0.56,1,0.4,0,0
666,1975-01-01,1975,4,0.278,2,0.38,2,0.62,0,0
670,1975-01-01,1975,4,0.2201,2,0.17,2,0.62,0,0
678,1975-01-01,1975,3,0.5742,1,0.01,2,0.99,0,0
680,1975-01-01,1975,1,1,0,0,1,1,0,0
690,1975-01-01,1975,3,0.0659,1,0.03,2,0.34,0,0
692,1975-01-01,1975,2,0.145,1,0.35,1,0.15,0,0
694,1975-01-01,1975,1,0.013456,0,0,1,0.116,0,0
696,1975-01-01,1975,1,0.0144,0,0,1,0.12,0,0
698,1975-01-01,1975,1,0.5476,0,0,1,0.74,0,0
700,1975-01-01,1975,12,0.250214,2,0.117,10,0.809,0,0
710,1975-01-01,1975,37,0.88843149,31,0.0573,6,0.9432,1,9e-04
712,1975-01-01,1975,2,0.8125,1,0.05,1,0.9,1,0.05
713,1975-01-01,1975,3,0.7256,1,0.84,2,0.16,0,0
731,1975-01-01,1975,1,1,0,0,1,1,0,0
732,1975-01-01,1975,1,1,0,0,1,1,0,0
740,1975-01-01,1975,5,0.94689304,3,0.022,2,0.9732,1,0.008
750,1975-01-01,1975,20,0.1297817,6,0.0115,14,0.9559,14,0.5995
760,1975-01-01,1975,2,0.3725,1,0.35,1,0.5,0,0
770,1975-01-01,1975,8,0.363309,5,0.278,3,0.707,0,0
771,1975-01-01,1975,4,0.811129,3,0.112,1,0.895,0,0
775,1975-01-01,1975,12,0.477711,11,0.307,1,0.68,7,0.251
780,1975-01-01,1975,4,0.5201,3,0.29,1,0.7,0,0
781,1975-01-01,1975,1,0.9801,0,0,1,0.99,0,0
790,1975-01-01,1975,6,0.2343,4,0.64,2,0.35,0,0
800,1975-01-01,1975,5,0.568475,2,0.04,3,0.885,0,0
811,1975-01-01,1975,6,0.69765,4,0.135,2,0.865,0,0
812,1975-01-01,1975,6,0.3228,2,0.12,4,0.88,0,0
816,1975-01-01,1975,8,0.632385956343256,1,0.0101729,7,0.86978671,1,0.0101729
817,1975-01-01,1975,2,0.610061,1,0.01,1,0.781,1,0.01
820,1975-01-01,1975,5,0.40437,2,0.059,3,0.903,2,0.059
830,1975-01-01,1975,4,0.5918,0,0,4,1,0,0
840,1975-01-01,1975,4,0.746332,2,0.066,2,0.934,1,0.051
850,1975-01-01,1975,16,0.22512475,3,0.037,13,0.7579,0,0
900,1975-01-01,1975,3,0.7076,1,0.02,2,0.88,0,0
910,1975-01-01,1975,2,0.934312,1,0.034,1,0.966,0,0
920,1975-01-01,1975,4,0.761014,0,0,4,1.044,0,0
950,1975-01-01,1975,2,0.445,0,0,2,0.94,0,0
971,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
972,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
990,1975-01-01,1975,NA,NA,NA,NA,NA,NA,NA,NA
2,1976-01-01,1976,6,0.50985648,5,0.297,1,0.691,1,0.0078
20,1976-01-01,1976,3,0.4269,1,0.02,2,0.87,2,0.87
31,1976-01-01,1976,2,0.724709,1,0.047,1,0.85,0,0
40,1976-01-01,1976,2,0.539762,0,0,2,1,0,0
41,1976-01-01,1976,1,1,0,0,1,1,0,0
42,1976-01-01,1976,1,1,0,0,1,1,0,0
51,1976-01-01,1976,1,1,0,0,1,1,0,0
52,1976-01-01,1976,2,0.300625,1,0.4,1,0.375,0,0
53,1976-01-01,1976,1,1,0,0,1,1,0,0
55,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
70,1976-01-01,1976,4,0.664314,2,0.149,2,0.851,0,0
90,1976-01-01,1976,4,0.495638,1,0.515,3,0.485,0,0
91,1976-01-01,1976,3,0.833256,2,0.086,1,0.91,0,0
92,1976-01-01,1976,2,0.82,1,0.1,1,0.9,0,0
93,1976-01-01,1976,4,0.748929,3,0.127,1,0.86,0,0
94,1976-01-01,1976,3,0.707229,2,0.102,1,0.837,0,0
95,1976-01-01,1976,5,0.661434,4,0.198,1,0.8,1,0.015
100,1976-01-01,1976,3,0.586956,1,0.034,2,0.96,0,0
101,1976-01-01,1976,3,0.735458,1,0.027,2,0.973,0,0
110,1976-01-01,1976,3,0.288893,2,0.527,1,0.302,0,0
115,1976-01-01,1976,6,0.272537,3,0.129,3,0.842,0,0
130,1976-01-01,1976,4,0.6734,3,0.19,1,0.81,0,0
135,1976-01-01,1976,4,0.403365,2,0.373,2,0.57,0,0
140,1976-01-01,1976,3,0.494116,0,0,3,0.994,0,0
145,1976-01-01,1976,4,0.3276,2,0.56,2,0.44,0,0
150,1976-01-01,1976,2,0.893425,1,0.02,1,0.945,0,0
155,1976-01-01,1976,3,0.83395,2,0.09,1,0.91,0,0
160,1976-01-01,1976,2,0.941125,1,0.015,1,0.97,0,0
165,1976-01-01,1976,2,0.830548,0,0,2,0.986,0,0
200,1976-01-01,1976,7,0.675039,4,0.07,3,0.929,0,0
205,1976-01-01,1976,1,1,0,0,1,1,0,0
210,1976-01-01,1976,1,1,0,0,1,1,0,0
211,1976-01-01,1976,3,0.5082,1,0.01,2,0.99,1,0.01
212,1976-01-01,1976,1,1,0,0,1,1,0,0
220,1976-01-01,1976,4,0.952644,3,0.014,1,0.976,0,0
221,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
223,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
225,1976-01-01,1976,3,0.45499,0,0,3,0.938,3,0.938
230,1976-01-01,1976,5,0.497838,4,0.302,1,0.68,0,0
232,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
235,1976-01-01,1976,1,1,0,0,1,1,0,0
260,1976-01-01,1976,1,1,0,0,1,1,0,0
265,1976-01-01,1976,1,1,0,0,1,1,0,0
290,1976-01-01,1976,6,0.96050316,5,0.0194,1,0.98,0,0
305,1976-01-01,1976,2,0.864936,1,0.006,1,0.93,0,0
310,1976-01-01,1976,2,0.8125,1,0.05,1,0.9,0,0
315,1976-01-01,1976,4,0.487846,2,0.067,2,0.933,2,0.933
325,1976-01-01,1976,6,0.874796,5,0.039,1,0.935,4,0.038
331,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
338,1976-01-01,1976,1,1,0,0,1,1,0,0
339,1976-01-01,1976,3,0.9035,0,0,3,0.99,0,0
345,1976-01-01,1976,8,0.1985,2,0.11,6,0.82,8,0.93
350,1976-01-01,1976,4,0.922158,3,0.04,1,0.96,0,0
352,1976-01-01,1976,2,0.6724,1,0.18,1,0.8,1,0.18
355,1976-01-01,1976,5,0.701693,3,0.167,2,0.832,0,0
360,1976-01-01,1976,4,0.80601,3,0.093,1,0.895,0,0
365,1976-01-01,1976,58,0.32332547,55,0.2322,3,0.7101,42,0.9101
375,1976-01-01,1976,2,0.8685,0,0,2,0.99,0,0
380,1976-01-01,1976,1,1,0,0,1,1,0,0
385,1976-01-01,1976,1,1,0,0,1,1,0,0
390,1976-01-01,1976,1,1,0,0,1,1,0,0
395,1976-01-01,1976,1,1,0,0,1,1,0,0
402,1976-01-01,1976,1,1,0,0,1,1,0,0
403,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
404,1976-01-01,1976,5,0.1549,3,0.51,2,0.22,0,0
411,1976-01-01,1976,5,0.740076,4,0.115,1,0.857,0,0
420,1976-01-01,1976,5,0.224575,1,0.105,4,0.75,0,0
432,1976-01-01,1976,3,0.8158,2,0.1,1,0.9,0,0
433,1976-01-01,1976,5,0.27405,0,0,5,0.95,0,0
434,1976-01-01,1976,4,0.188125,0,0,4,0.815,0,0
435,1976-01-01,1976,3,0.3786,2,0.57,1,0.43,0,0
436,1976-01-01,1976,5,0.37045,4,0.69,1,0.22,0,0
437,1976-01-01,1976,5,0.2261,1,0.11,4,0.86,0,0
438,1976-01-01,1976,3,0.29,0,0,3,0.9,0,0
439,1976-01-01,1976,1,0.4489,0,0,1,0.67,0,0
450,1976-01-01,1976,2,0.9608,1,0.98,1,0.02,0,0
451,1976-01-01,1976,5,0.1916,2,0.34,3,0.44,0,0
452,1976-01-01,1976,5,0.22005,0,0,5,0.94,0,0
461,1976-01-01,1976,2,0.2665,1,0.44,1,0.27,0,0
471,1976-01-01,1976,6,0.1417,0,0,6,0.85,0,0
475,1976-01-01,1976,6,0.17125,1,0.005,5,0.805,0,0
481,1976-01-01,1976,4,0.2226,0,0,4,0.84,0,0
482,1976-01-01,1976,2,0.709925,1,0.83,1,0.145,0,0
483,1976-01-01,1976,4,0.1517,1,0.14,3,0.55,0,0
484,1976-01-01,1976,4,0.1262,3,0.5,1,0.12,0,0
490,1976-01-01,1976,13,0.065845,8,0.583,5,0.206,0,0
500,1976-01-01,1976,9,0.082287,7,0.599,2,0.036,0,0
501,1976-01-01,1976,8,0.148,3,0.19,5,0.73,0,0
510,1976-01-01,1976,4,0.929814,2,0.023,2,0.977,1,0.018
516,1976-01-01,1976,2,0.7421,1,0.85,1,0.14,0,0
517,1976-01-01,1976,2,0.7281,1,0.15,1,0.84,0,0
520,1976-01-01,1976,1,1,0,0,1,1,0,0
530,1976-01-01,1976,11,0.21512605,6,0.4631,5,0.5364,0,0
540,1976-01-01,1976,5,0.2374,4,0.62,1,0.26,0,0
541,1976-01-01,1976,3,0.096462,1,0.098,2,0.354,0,0
551,1976-01-01,1976,7,0.2974,0,0,7,1,0,0
552,1976-01-01,1976,2,0.9418,1,0.97,1,0.03,0,0
553,1976-01-01,1976,3,0.3912,2,0.6,1,0.4,0,0
560,1976-01-01,1976,5,0.608125,4,0.915,1,0.08,0,0
570,1976-01-01,1976,1,1,0,0,1,1,0,0
571,1976-01-01,1976,10,0.332921,7,0.088,3,0.665,0,0
572,1976-01-01,1976,1,1,0,0,1,1,0,0
580,1976-01-01,1976,2,0.385466,0,0,2,0.874,0,0
581,1976-01-01,1976,3,0.453978,0,0,3,1,0,0
590,1976-01-01,1976,4,0.3693,0,0,4,0.97,0,0
591,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
600,1976-01-01,1976,3,0.504384,2,0.408,1,0.592,0,0
615,1976-01-01,1976,2,0.5968,1,0.28,1,0.72,0,0
616,1976-01-01,1976,1,0.9604,0,0,1,0.98,0,0
620,1976-01-01,1976,4,0.724872,3,0.156,1,0.844,0,0
625,1976-01-01,1976,16,0.142129,12,0.85,4,0.167,6,0.21
630,1976-01-01,1976,11,0.32588291,8,0.1646,3,0.7545,0,0
640,1976-01-01,1976,3,0.59494356,2,0.1866,1,0.75,0,0
645,1976-01-01,1976,3,0.45375,2,0.795,1,0.185,1,0.17
651,1976-01-01,1976,3,0.83601802,2,0.0901,1,0.9099,0,0
652,1976-01-01,1976,5,0.4567,4,0.86,1,0.13,0,0
660,1976-01-01,1976,11,0.1869,4,0.13,7,0.86,0,0
663,1976-01-01,1976,3,0.4136,2,0.56,1,0.4,0,0
666,1976-01-01,1976,4,0.278,2,0.38,2,0.62,0,0
670,1976-01-01,1976,4,0.2201,2,0.17,2,0.62,0,0
678,1976-01-01,1976,3,0.5742,1,0.01,2,0.99,0,0
680,1976-01-01,1976,1,1,0,0,1,1,0,0
690,1976-01-01,1976,3,0.0659,1,0.03,2,0.34,0,0
692,1976-01-01,1976,2,0.145,1,0.35,1,0.15,0,0
694,1976-01-01,1976,1,0.013456,0,0,1,0.116,0,0
696,1976-01-01,1976,1,0.0144,0,0,1,0.12,0,0
698,1976-01-01,1976,1,0.5476,0,0,1,0.74,0,0
700,1976-01-01,1976,12,0.250214,2,0.117,10,0.809,0,0
710,1976-01-01,1976,37,0.88843149,31,0.0573,6,0.9432,1,9e-04
712,1976-01-01,1976,2,0.8125,1,0.05,1,0.9,1,0.05
713,1976-01-01,1976,3,0.7256,1,0.84,2,0.16,0,0
731,1976-01-01,1976,1,1,0,0,1,1,0,0
732,1976-01-01,1976,1,1,0,0,1,1,0,0
740,1976-01-01,1976,5,0.94689304,3,0.022,2,0.9732,1,0.008
750,1976-01-01,1976,20,0.1297817,6,0.0115,14,0.9559,14,0.5995
760,1976-01-01,1976,2,0.3725,1,0.35,1,0.5,0,0
770,1976-01-01,1976,8,0.363309,5,0.278,3,0.707,0,0
771,1976-01-01,1976,4,0.811129,3,0.112,1,0.895,0,0
775,1976-01-01,1976,12,0.477711,11,0.307,1,0.68,7,0.251
780,1976-01-01,1976,4,0.5201,3,0.29,1,0.7,0,0
781,1976-01-01,1976,1,0.9801,0,0,1,0.99,0,0
790,1976-01-01,1976,6,0.2343,4,0.64,2,0.35,0,0
800,1976-01-01,1976,5,0.568475,2,0.04,3,0.885,0,0
811,1976-01-01,1976,6,0.81295,5,0.1,1,0.9,0,0
812,1976-01-01,1976,6,0.3228,2,0.12,4,0.88,0,0
816,1976-01-01,1976,10,0.611252,9,0.101,1,0.781,0,0
820,1976-01-01,1976,5,0.40437,2,0.059,3,0.903,2,0.059
830,1976-01-01,1976,4,0.5918,0,0,4,1,0,0
840,1976-01-01,1976,4,0.746332,1,0.051,3,0.949,1,0.051
850,1976-01-01,1976,17,0.22516316,4,0.0429,13,0.7579,0,0
900,1976-01-01,1976,3,0.7076,1,0.02,2,0.88,0,0
910,1976-01-01,1976,2,0.934312,1,0.034,1,0.966,1,0.034
920,1976-01-01,1976,4,0.761014,0,0,4,1.044,0,0
950,1976-01-01,1976,2,0.445,0,0,2,0.94,0,0
971,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
972,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
990,1976-01-01,1976,NA,NA,NA,NA,NA,NA,NA,NA
2,1977-01-01,1977,6,0.50985648,5,0.297,1,0.691,1,0.0078
20,1977-01-01,1977,3,0.4269,1,0.02,2,0.87,2,0.87
31,1977-01-01,1977,2,0.724709,1,0.047,1,0.85,0,0
40,1977-01-01,1977,2,0.539762,0,0,2,1,0,0
41,1977-01-01,1977,1,1,0,0,1,1,0,0
42,1977-01-01,1977,1,1,0,0,1,1,0,0
51,1977-01-01,1977,1,1,0,0,1,1,0,0
52,1977-01-01,1977,2,0.300625,1,0.4,1,0.375,0,0
53,1977-01-01,1977,1,1,0,0,1,1,0,0
55,1977-01-01,1977,NA,NA,NA,NA,NA,NA,NA,NA
70,1977-01-01,1977,4,0.664314,2,0.149,2,0.851,0,0
90,1977-01-01,1977,4,0.495638,1,0.515,3,0.485,0,0
91,1977-01-01,1977,3,0.833256,2,0.086,1,0.91,0,0
92,1977-01-01,1977,2,0.82,1,0.1,1,0.9,0,0
93,1977-01-01,1977,4,0.748929,3,0.127,1,0.86,0,0
94,1977-01-01,1977,3,0.707229,2,0.102,1,0.837,0,0
95,1977-01-01,1977,5,0.661434,4,0.198,1,0.8,1,0.015
100,1977-01-01,1977,3,0.586956,1,0.034,2,0.96,0,0
101,1977-01-01,1977,3,0.735458,1,0.027,2,0.973,0,0
110,1977-01-01,1977,3,0.288893,2,0.527,1,0.302,0,0
115,1977-01-01,1977,6,0.272537,3,0.129,3,0.842,0,0
130,1977-01-01,1977,4,0.6734,3,0.19,1,0.81,0,0
135,1977-01-01,1977,4,0.403365,2,0.373,2,0.57,0,0
140,1977-01-01,1977,3,0.494116,0,0,3,0.994,0,0
145,1977-01-01,1977,4,0.3276,2,0.56,2,0.44,0,0
150,1977-01-01,1977,2,0.893425,1,0.02,1,0.945,0,0
155,1977-01-01,1977,3,0.83395,2,0.09,1,0.91,0,0
160,1977-01-01,1977,2,0.941125,1,0.015,1,0.97,0,0
165,1977-01-01,1977,2,0.830548,0,0,2,0.986,0,0
200,1977-01-01,1977,7,0.675039,4,0.07,3,0.929,0,0
205,1977-01-01,1977,1,1,0,0,1,1,0,0
210,1977-01-01,1977,1,1,0,0,1,1,0,0
211,1977-01-01,1977,3,0.5082,1,0.01,2,0.99,1,0.01
212,1977-01-01,1977,1,1,0,0,1,1,0,0
220,1977-01-01,1977,4,0.952644,3,0.014,1,0.976,0,0
221,1977-01-01,1977,NA,NA,NA,NA,NA,NA,NA,NA
223,1977-01-01,1977,NA,NA,NA,NA,NA,NA,NA,NA
225,1977-01-01,1977,3,0.45499,0,0,3,0.938,3,0.938
230,1977-01-01,1977,5,0.497838,4,0.302,1,0.68,0,0
232,1977-01-01,1977,NA,NA,NA,NA,NA,NA,NA,NA
235,1977-01-01,1977,1,1,0,0,1,1,0,0
260,1977-01-01,1977,1,1,0,0,1,1,0,0
265,1977-01-01,1977,1,1,0,0,1,1,0,0
290,1977-01-01,1977,6,0.96050316,5,0.0194,1,0.98,0,0
305,1977-01-01,1977,2,0.864936,1,0.006,1,0.93,0,0
310,1977-01-01,1977,2,0.8125,1,0.05,1,0.9,0,0
315,1977-01-01,1977,4,0.487846,2,0.067,2,0.933,2,0.933
325,1977-01-01,1977,6,0.874796,5,0.039,1,0.935,4,0.038
331,1977-01-01,1977,NA,NA,NA,NA,NA,NA,NA,NA
338,1977-01-01,1977,1,1,0,0,1,1,0,0
339,1977-01-01,1977,3,0.9035,0,0,3,0.99,0,0
345,1977-01-01,1977,8,0.1985,2,0.11,6,0.82,8,0.93
350,1977-01-01,1977,4,0.922158,3,0.04,1,0.96,0,0
352,1977-01-01,1977,2,0.6724,1,0.18,1,0.8,1,0.18
355,1977-01-01,1977,5,0.701693,3,0.167,2,0.832,0,0
